Country,Section,Detail
China,Corporate Culture,"If the Chinese side no longer wishes to pursue the deal, they 
              may not tell you. To save their own face, they may become 
              increasingly inflexible and hard-nosed, forcing you to break off 
              negotiations. In this way, they may avoid blame for the failure."
China,Dining and Entertainment,"Dining is used to probe positions without any formal 
              commitment. Business is generally not discussed during meals. 
              Meals are a vehicle for indirect business references."
China,Dining and Entertainment,"The Chinese are superb hosts. Twelve-course banquets with 
              frequent toasts are a Chinese trademark."
China,Dining and Entertainment,"The Chinese sponsoring organization generally hosts a 
              welcoming banquet. Foreign guests should reciprocate toward the 
              end of their visits. Invite everyone with whom you have dealt."
China,Dining and Entertainment,"Always arrive exactly on time for a banquet. Never arrive 
              early for dinner. This implies that you are hungry and might cause 
              you to lose face."
China,Dining and Entertainment,"Spouses are not usually included in business entertaining, 
              however, businesspeople may bring their secretaries."
China,Dining and Entertainment,Be prepared to make a small toast for all occasions.
China,Dining and Entertainment,"The first toast normally occurs during or after the first 
              course, not before. After the next course, the guest should 
              reciprocate."
China,Dining and Entertainment,"Three glasses -- a large one for beer, soda or mineral water, 
              a small wine glass and a stemmed shot glass -- are at each place 
              setting. The shot glass is the one used for toasting."
China,Dining and Entertainment,"It is not necessary to always drain your glass after a ganbei 
              (bottoms up), although a host should encourage it."
China,Dining and Entertainment,"Do not drink until you toast others at the table. Chinese 
              consider drinking alone to be rude. Simply raising your glass and 
              making eye contact is sufficient. If you are toasted, sip your 
              drink in reply."
China,Dining and Entertainment,"A toast to friendship among companies will help cement a 
              business relationship."
China,Dining and Entertainment,"Unless you are totally drunk, it is not advised to refuse a 
              drink. Sipping your drink is perfectly acceptable."
China,Dining and Entertainment,"Leave some food on your plate during each course of a meal to 
              honor the generosity of your host. It is bad manners for a Chinese 
              host not to keep refilling guests' plates or teacups."
China,Dining and Entertainment,"Seating is very important. The guest of honor is always placed 
              at the head of the room, facing the door. Allow the host to begin 
              eating before joining in."
China,Dining and Entertainment,"Do not discuss business at dinner unless your Chinese 
              counterpart initiates it."
China,Dining and Entertainment,"Slurping soup and belching are acceptable. Cover your mouth 
              with your hand when using a toothpick. Put bones, seeds, etc. on 
              the table, never in your rice bowl."
