Country,Section,Detail
United Kingdom,Meeting and Greeting,"When finished eating, place knife and fork side by side on the 
              plate at the 5:25 position."
United Kingdom,Meeting and Greeting,"You should leave a very small amount of food on your plate 
              when finished eating."
United Kingdom,Meeting and Greeting,The guest of honor should initiate leaving a party.
United Kingdom,Meeting and Greeting,"When the host folds his napkin, this signals that the meal is 
              over."
United Kingdom,Meeting and Greeting,Leave a dinner party shortly after dinner ends.
United Kingdom,Meeting and Greeting,Write a thank you note to the hostess.
United Kingdom,Meeting and Greeting,"It is considered impolite to ask for a tour of your host's 
              home."
United Kingdom,Meeting and Greeting,"Entertain anyone who has entertained you, but don't try to 
              impress British guests with an extravagant dinner. The Brits 
              prefer understatement."
United Kingdom,Meeting and Greeting,Dress
United Kingdom,Meeting and Greeting,"People in the larger cities dress more formally, especially in 
              London."
United Kingdom,Meeting and Greeting,"Men and women wear wools and tweeds for casual occasions. 
              Slacks, sweaters and jackets are appropriate for men and women."
United Kingdom,Meeting and Greeting,Avoid striped ties that are copies of British regimentals.
United Kingdom,Meeting and Greeting,"Men's clothing often expresses affiliation rather than style. 
              Ties are important symbols. School, army, university or club ties 
              are worn."
United Kingdom,Meeting and Greeting,"For business meetings, men should wear dark suits and ties. 
              Women should wear suits, dresses or skirts and blouses."
United Kingdom,Meeting and Greeting,"Do not wear a blazer to work. A blazer is country or weekend 
              wear."
United Kingdom,Meeting and Greeting,"For formal events men may wear black ties, business suits, 
              morning coats or tails. Inquire which is required. Women generally 
              wear cocktail suits or dresses."
United Kingdom,Meeting and Greeting,Gifts
United Kingdom,Meeting and Greeting,Gifts are normally not exchanged in business settings.
United Kingdom,Meeting and Greeting,"When invited to someone's home, always bring a small gift for 
              the hostess. Give flowers, chocolates, wine, champagne or books. 
              Present the gift upon arrival."
United Kingdom,Meeting and Greeting,Gifts are opened upon receiving.
United Kingdom,Meeting and Greeting,"It is polite to send flowers in advance of a dinner party. Do 
              not send white lilies, which denote death."
United Kingdom,Meeting and Greeting,Helpful Hints
United Kingdom,Meeting and Greeting,"Men should open doors for women and stand when a woman enters 
              a room."
United Kingdom,Meeting and Greeting,Always hold the door for a person following behind you.
United Kingdom,Meeting and Greeting,"Honor rank when entering a room. Allow higher rank to enter 
              first."
United Kingdom,Meeting and Greeting,"Don’t insult the royal family or show great interest in their 
              private lives."
United Kingdom,Meeting and Greeting,"Respect the British desire for privacy. Don’t ask personal 
              questions, such as where a person lives or what a person does for 
              a profession or job. Don’t talk about money."
United Kingdom,Meeting and Greeting,"Do not violate a queue. It is considered very rude to push 
              ahead in a line."
United Kingdom,Meeting and Greeting,"Do not shout or be loud in public places and don’t use 
              excessive, demonstrative hand gestures when speaking."
United Kingdom,Meeting and Greeting,Staring is considered impolite.
United Kingdom,Meeting and Greeting,"Do not be too casual, especially with the English language."
United Kingdom,Meeting and Greeting,"The English avoid speaking in superlatives. ""I am quite 
              pleased,"" means they are extremely happy."
United Kingdom,Meeting and Greeting,Never try to sound British or mimic their accent.
United Kingdom,Meeting and Greeting,"Humor is ever-present in English life. It is often 
              self-deprecating, ribbing, sarcastic, sexist or racist. Try not to 
              take offense."
