,Country,Section,Detail,Unnamed: 0
7485,South Korea,Meeting and Greeting,"Always bring a small gift for the hostess when invited to 
              someone's home. Give: small gift, candy, cakes, cookies, flowers, 
              fruit. Do not give liquor to a woman.",
7486,South Korea,Meeting and Greeting,"It is common to exchange gifts at the first business meeting. 
              Allow the host to present his gift first.",
7487,South Korea,Meeting and Greeting,"Give: liquor (good quality scotch), fruit, desk accessories, 
              small mementos, gifts from France or Italy (which often indicate 
              status).",
7488,South Korea,Meeting and Greeting,"Do not give: expensive gifts (Koreans will feel obligated to 
              reciprocate with a gift of equal value), knives or scissors (they 
              signify ""cutting off"" a relationship), green headwear, gifts with 
              red writing (denotes death) or gifts in a set of four (denotes 
              death).",
7490,South Korea,Meeting and Greeting,"Never use words like ""fellow,"" ""guy,"" ""this man"" or ""that 
              man."" This is considered demeaning.",
7491,South Korea,Meeting and Greeting,"Koreans are not Chinese. They are distinct from other Asians 
              in food, language and culture.",
7492,South Korea,Meeting and Greeting,"Expect Koreans to ask personal questions. This is viewed as 
              showing a polite interest in your life.",
7493,South Korea,Meeting and Greeting,"Deny a compliment. Don't say ""thank you."" It is impolite and 
              shows a lack of humility.",
7494,South Korea,Meeting and Greeting,"Never expect Koreans to admit to not knowing an answer when 
              questioned. They may give an incorrect answer or an answer they 
              think you would like to hear to make you feel good or to save 
              face.",
7495,South Korea,Meeting and Greeting,"Don't talk about Koreans or their customs or culture within 
              earshot of a Korean, even if you are saying good things. Do not 
              talk about politics.",
7497,South Korea,Meeting and Greeting,"Foreign women may have difficulty doing business in Korea. 
              Although women are becoming more accepted in the Korean 
              businessplace, Korean men generally prefer to negotiate with men.",
7498,South Korea,Meeting and Greeting,"Korean women seldom shake hands. A Western woman can offer her 
              hand to a Korean man, but should not to a Korean woman.",
7499,South Korea,Meeting and Greeting,"Foreign businesswomen should always act elegant, refined and 
              very ""feminine.” Laughing and loud talking are frowned upon.",
7500,South Korea,Meeting and Greeting,"Generally, women wait for Korean men to make the first move.",
7729,Spain,Meeting and Greeting,"Men may embrace each other when meeting (friends and family 
              only).",
7730,Spain,Meeting and Greeting,Women may kiss each other on the cheek and embrace.,
7732,Spain,Meeting and Greeting,"Never touch, hug or back slap a Spaniard you do not know well, 
              unless a friendly Spaniard touches you first.",
7733,Spain,Meeting and Greeting,"Generally, Spaniards stand very close when talking.",
7734,Spain,Meeting and Greeting,Spaniards speak a lot with their hands. Never mimic them.,
7736,Spain,Meeting and Greeting,"Spaniards do not take punctuality for business meetings 
              seriously, but expect that you will be on time; call with an 
              explanation if you are delayed.",
7737,Spain,Meeting and Greeting,"Spain is not a meeting culture. Meetings are to communicate 
              instructions or to save time.",
7738,Spain,Meeting and Greeting,"Spaniards will want to spend time getting to know you and 
              establishing chemistry before doing business. Personal qualities 
              are valued over technical ability, professionalism or competence.",
7739,Spain,Meeting and Greeting,"Typically, Spanish is the language of business, but most large 
              companies conduct business in English and Spanish. You cannot 
              expect English to be widely spoken. Check ahead to determine if an 
              interpreter is needed.",
7740,Spain,Meeting and Greeting,"Spaniards' lack of trust in institutions produces a constant 
              atmosphere of crisis and emergency.",
7741,Spain,Meeting and Greeting,"Spaniards like making decisions on their own. Do not impose a 
              decision in direct language. It could be humiliating to your 
              associates.",
